article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
0006-4,GAMMA,мужские,металл,ободковая,овальные,черный,50.0,22.0,142.0,,,оптика,овальные_металл_черный,M_M_L,овальные_металл_черный_M_M_L
0006-5,GAMMA,мужские,металл,ободковая,овальные,черный/серебристый,50.0,22.0,142.0,,,оптика,овальные_металл_черный/серебристый,M_M_L,овальные_металл_черный/серебристый_M_M_L
0006-807,ETRO,женские,пластик,ободковая,бабочка,черный,55.0,17.0,145.0,,,оптика,бабочка_пластик_черный,L_L_M,бабочка_пластик_черный_L_L_M
0007-1,VELA,мужские,металл,ободковая,прямоугольные,,52.0,17.0,140.0,,,оптика,,M_L_M,
0008-3,GAMMA,подростковые универсальные,пластик,ободковая,бабочка,,47.0,18.0,130.0,,,оптика,,S_S_L,
0008-5,GAMMA,подростковые универсальные,пластик,ободковая,квадратные,синий,47.0,18.0,130.0,,,оптика,квадратные_пластик_синий,S_S_L,квадратные_пластик_синий_S_S_L
0008-807,ETRO,женские,пластик,ободковая,кошачий глаз,черный,55.0,16.0,145.0,,,оптика,кошачий глаз_пластик_черный,L_L_M,кошачий глаз_пластик_черный_L_L_M
0008-HT8,ETRO,женские,пластик,ободковая,кошачий глаз,коричневый,55.0,16.0,145.0,,,оптика,кошачий глаз_пластик_коричневый,L_L_M,кошачий глаз_пластик_коричневый_L_L_M
0008-SOE,ETRO,женские,пластик,ободковая,кошачий глаз,многоцветный,55.0,16.0,145.0,,,оптика,кошачий глаз_пластик_многоцветный,L_L_M,кошачий глаз_пластик_многоцветный_L_L_M
0009-1,GAMMA,мужские,металл,ободковая,капли,черный/серебристый,53.0,17.0,142.0,,,оптика,капли_металл_черный/серебристый,M_L_M,капли_металл_черный/серебристый_M_L_M
0009-2,VELA,мужские,металл,ободковая,прямоугольные,,51.0,17.0,135.0,,,оптика,,M_M_M,
0009-4,GAMMA,мужские,металл,ободковая,капли,коричневый/золотой,53.0,17.0,142.0,,,оптика,капли_металл_коричневый/золотой,M_L_M,капли_металл_коричневый/золотой_M_L_M
001-052,SLIMFOLD,универсальные,металл,ободковая,прямоугольные,бордовый,45.0,19.0,110.0,,,оптика,прямоугольные_металл_бордовый,S_S_L,прямоугольные_металл_бордовый_S_S_L
001-M006,YOHJI YAMAMOTO,универсальные,титан,ободковая,панто,черный,45.0,26.0,146.0,,,оптика,панто_титан_черный,L_S_L,панто_титан_черный_L_S_L
0010-3,GAMMA,женские,металл,ободковая,кошачий глаз,,54.0,16.0,140.0,,,оптика,,M_L_M,
0012-2,GAMMA,женские,металл,полуободковая,бабочка,зеленый,54.0,17.0,140.0,,,оптика,бабочка_металл_зеленый,M_L_M,бабочка_металл_зеленый_M_L_M
0012-3,GAMMA,женские,металл,полуободковая,бабочка,,54.0,17.0,140.0,,,оптика,,M_L_M,
0012-4,GAMMA,женские,металл,полуободковая,бабочка,,54.0,17.0,140.0,,,оптика,,M_L_M,
0013-1,VELA,универсальные,металл,ободковая,прямоугольные,,52.0,17.0,140.0,,,оптика,,M_L_M,
0013-2,VELA,мужские,металл,ободковая,прямоугольные,,52.0,17.0,140.0,,,оптика,,M_L_M,
0013-3,VELA,мужские,металл,ободковая,прямоугольные,,52.0,17.0,140.0,,,оптика,,M_L_M,
0013-5,VELA,универсальные,металл,ободковая,прямоугольные,,52.0,17.0,140.0,,,оптика,,M_L_M,
0014-LHF,ETRO,женские,пластик,ободковая,кошачий глаз,бордовый,56.0,15.0,145.0,,,оптика,кошачий глаз_пластик_бордовый,L_L_S,кошачий глаз_пластик_бордовый_L_L_S
0014-PJP,ETRO,женские,пластик,ободковая,кошачий глаз,синий,56.0,15.0,145.0,,,оптика,кошачий глаз_пластик_синий,L_L_S,кошачий глаз_пластик_синий_L_L_S
0015-1,VELA,подростковые универсальные,металл,ободковая,панто,золотой,48.0,18.0,140.0,,,оптика,панто_металл_золотой,M_M_L,панто_металл_золотой_M_M_L
0015-2,VELA,подростковые универсальные,металл,ободковая,панто,черный,48.0,18.0,140.0,,,оптика,панто_металл_черный,M_M_L,панто_металл_черный_M_M_L
0015-4,VELA,подростковые универсальные,металл,ободковая,панто,,48.0,18.0,140.0,,,оптика,,M_M_L,
0017-2,GAMMA,мужские,металл,ободковая,прямоугольные,,56.0,18.0,142.0,,,оптика,,M_L_L,
0017-FWM,ISABEL MARANT,женские,пластик,ободковая,капли,коричневый,54.0,15.0,145.0,,,оптика,капли_пластик_коричневый,L_L_S,капли_пластик_коричневый_L_L_S
0017O-005,CHLOE,женские,металл,ободковая,трапеция,,53.0,18.0,140.0,,,оптика,,M_L_L,
0018-1,GAMMA,мужские,металл,ободковая,прямоугольные,золотой,54.0,18.0,142.0,,,оптика,прямоугольные_металл_золотой,M_L_L,прямоугольные_металл_золотой_M_L_L
0018-2,GAMMA,мужские,металл,ободковая,прямоугольные,,54.0,18.0,142.0,,,оптика,,M_L_L,
0018-3,GAMMA,мужские,металл,ободковая,прямоугольные,серебристый,54.0,18.0,142.0,,,оптика,прямоугольные_металл_серебристый,M_L_L,прямоугольные_металл_серебристый_M_L_L
0018O-002,CHLOE,женские,металл,ободковая,овальные,,56.0,21.0,140.0,,,оптика,,M_L_L,
0018O-003,CHLOE,женские,металл,ободковая,овальные,,56.0,21.0,140.0,,,оптика,,M_L_L,
0019-2,GAMMA,мужские,металл,ободковая,прямоугольные,черный,54.0,18.0,142.0,,,оптика,прямоугольные_металл_черный,M_L_L,прямоугольные_металл_черный_M_L_L
0019-3,GAMMA,мужские,металл,ободковая,квадратные,золотой,54.0,18.0,142.0,,,оптика,квадратные_металл_золотой,M_L_L,квадратные_металл_золотой_M_L_L
0019-4,GAMMA,мужские,металл,ободковая,прямоугольные,серый,54.0,18.0,142.0,,,оптика,прямоугольные_металл_серый,M_L_L,прямоугольные_металл_серый_M_L_L
002-100,SLIMFOLD,универсальные,металл,ободковая,половинки,золотой,49.0,18.0,110.0,,,оптика,половинки_металл_золотой,S_M_L,половинки_металл_золотой_S_M_L
002-200,SLIMFOLD,универсальные,металл,ободковая,половинки,серебристый,49.0,18.0,110.0,,,оптика,половинки_металл_серебристый,S_M_L,половинки_металл_серебристый_S_M_L
002-600,SLIMFOLD,универсальные,металл,ободковая,прямоугольные,,49.0,18.0,110.0,,,оптика,,S_M_L,
002-BLK,BARBIE,подростковые для девочек,пластик,ободковая,квадратные,черный,45.0,18.0,130.0,,,оптика,квадратные_пластик_черный,S_S_L,квадратные_пластик_черный_S_S_L
002-PNK,BARBIE,подростковые для девочек,пластик,ободковая,бабочка,розовый,45.0,18.0,130.0,,,оптика,бабочка_пластик_розовый,S_S_L,бабочка_пластик_розовый_S_S_L
0020-1ED,ISABEL MARANT,женские,пластик,ободковая,бабочка,зеленый,52.0,19.0,145.0,,,оптика,бабочка_пластик_зеленый,L_L_L,бабочка_пластик_зеленый_L_L_L
0020-2,GAMMA,мужские,металл,ободковая,прямоугольные,серый,54.0,17.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
0021-1,GAMMA,мужские,металл,ободковая,прямоугольные,серый,54.0,16.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
0021-3,GAMMA,мужские,металл,ободковая,прямоугольные,черный,54.0,16.0,140.0,,,оптика,прямоугольные_металл_черный,M_L_M,прямоугольные_металл_черный_M_L_M
0021O-006,CHLOE,женские,металл,ободковая,круглые,,52.0,19.0,140.0,,,оптика,,M_L_L,
0022-2,GAMMA,мужские,металл,ободковая,прямоугольные,темно-серый,51.0,16.0,135.0,,,оптика,прямоугольные_металл_темно-серый,M_M_M,прямоугольные_металл_темно-серый_M_M_M
0022-3,GAMMA,мужские,металл,ободковая,прямоугольные,серебристый,51.0,16.0,135.0,,,оптика,прямоугольные_металл_серебристый,M_M_M,прямоугольные_металл_серебристый_M_M_M
0023-000,ETRO,женские,металл,ободковая,бабочка,золотой,56.0,17.0,145.0,,,оптика,бабочка_металл_золотой,L_L_M,бабочка_металл_золотой_L_L_M
0023-807,ISABEL MARANT,женские,пластик,ободковая,бабочка,черный,51.0,18.0,145.0,,,оптика,бабочка_пластик_черный,L_M_L,бабочка_пластик_черный_L_M_L
0025-000,ETRO,женские,металл,ободковая,гексагон,золотой,56.0,18.0,145.0,,,оптика,гексагон_металл_золотой,L_L_L,гексагон_металл_золотой_L_L_L
0025-1,GAMMA,мужские,металл,ободковая,прямоугольные,черный/серый,54.0,17.0,145.0,,,оптика,прямоугольные_металл_черный/серый,L_L_M,прямоугольные_металл_черный/серый_L_L_M
0025-2,GAMMA,мужские,металл,ободковая,прямоугольные,бронзовый,54.0,17.0,145.0,,,оптика,прямоугольные_металл_бронзовый,L_L_M,прямоугольные_металл_бронзовый_L_L_M
0025-94B,ETRO,женские,металл,ободковая,гексагон,розовый,56.0,18.0,145.0,,,оптика,гексагон_металл_розовый,L_L_L,гексагон_металл_розовый_L_L_L
0026-086,Carolina Herrera,женские,пластик,ободковая,бабочка,гавана,51.0,18.0,145.0,,,оптика,бабочка_пластик_гавана,L_M_L,бабочка_пластик_гавана_L_M_L
0026-3,GAMMA,мужские,металл,полуободковая,прямоугольные,темно-серый,54.0,17.0,145.0,,,оптика,прямоугольные_металл_темно-серый,L_L_M,прямоугольные_металл_темно-серый_L_L_M
0026O-010,GUCCI,женские,пластик,ободковая,бабочка,красный,53.0,17.0,140.0,,,оптика,бабочка_пластик_красный,M_L_M,бабочка_пластик_красный_M_L_M
0027-1,GAMMA,подростковые для мальчиков,металл,ободковая,прямоугольные,,50.0,17.0,135.0,,,оптика,,M_M_M,
0027-3,GAMMA,подростковые для мальчиков,металл,ободковая,прямоугольные,,50.0,17.0,135.0,,,оптика,,M_M_M,
0028-2,GAMMA,мужские,металл,ободковая,прямоугольные,серый,55.0,17.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
0028-3,GAMMA,мужские,металл,ободковая,прямоугольные,серый,55.0,17.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
0028-VA4,Carolina Herrera,женские,пластик,ободковая,бабочка,бордовый,53.0,18.0,145.0,,,оптика,бабочка_пластик_бордовый,L_L_L,бабочка_пластик_бордовый_L_L_L
0028O-003,CARTIER,женские,металл,безободковая,овальные,золотой,56.0,16.0,140.0,,,оптика,овальные_металл_золотой,M_L_M,овальные_металл_золотой_M_L_M
0029-2,GAMMA,женские,металл,полуободковая,бабочка,,52.0,17.0,135.0,,,оптика,,M_L_M,
0029-NHK,ISABEL MARANT,женские,металл,ободковая,квадратные,,55.0,18.0,145.0,,,оптика,,L_L_L,
003-100,SLIMFOLD,универсальные,металл,ободковая,прямоугольные,золотой,48.0,19.0,110.0,,,оптика,прямоугольные_металл_золотой,S_M_L,прямоугольные_металл_золотой_S_M_L
003-200,SLIMFOLD,универсальные,металл,ободковая,половинки,серебристый,48.0,19.0,110.0,,,оптика,половинки_металл_серебристый,S_M_L,половинки_металл_серебристый_S_M_L
003-500,SLIMFOLD,универсальные,металл,ободковая,половинки,коричневый,48.0,19.0,110.0,,,оптика,половинки_металл_коричневый,S_M_L,половинки_металл_коричневый_S_M_L
003-700,SLIMFOLD,универсальные,металл,ободковая,половинки,темно-серый,48.0,19.0,110.0,,,оптика,половинки_металл_темно-серый,S_M_L,половинки_металл_темно-серый_S_M_L
003-BLK,BARBIE,подростковые для девочек,пластик,ободковая,бабочка,черный,47.0,17.0,130.0,,,оптика,бабочка_пластик_черный,S_S_M,бабочка_пластик_черный_S_S_M
003-BROWN,DACKOR,мужские,металл,ободковая,прямоугольные,коричневый,54.0,17.0,140.0,,,оптика,прямоугольные_металл_коричневый,M_L_M,прямоугольные_металл_коричневый_M_L_M
003-GREY,DACKOR,мужские,металл,ободковая,прямоугольные,темно-серый,54.0,17.0,140.0,,,оптика,прямоугольные_металл_темно-серый,M_L_M,прямоугольные_металл_темно-серый_M_L_M
003-LIL,BARBIE,подростковые для девочек,пластик,ободковая,бабочка,фиолетовый,47.0,17.0,130.0,,,оптика,бабочка_пластик_фиолетовый,S_S_M,бабочка_пластик_фиолетовый_S_S_M
003-NERO,DACKOR,мужские,металл,ободковая,прямоугольные,черный,54.0,17.0,140.0,,,оптика,прямоугольные_металл_черный,M_L_M,прямоугольные_металл_черный_M_L_M
003-NVY,Fisher Price,детские для мальчиков,пластик,ободковая,трапеция,синий,46.0,14.0,120.0,,,оптика,трапеция_пластик_синий,S_S_S,трапеция_пластик_синий_S_S_S
003-RED,GLORY,женские,металл,ободковая,кошачий глаз,золотой,52.0,17.0,140.0,,,оптика,кошачий глаз_металл_золотой,M_L_M,кошачий глаз_металл_золотой_M_L_M
003-VLT,BARBIE,подростковые для девочек,пластик,ободковая,бабочка,сиреневый,47.0,17.0,130.0,,,оптика,бабочка_пластик_сиреневый,S_S_M,бабочка_пластик_сиреневый_S_S_M
0030-000,ISABEL MARANT,женские,металл,ободковая,бабочка,золотой,55.0,18.0,145.0,,,оптика,бабочка_металл_золотой,L_L_L,бабочка_металл_золотой_L_L_L
0030-1,GAMMA,женские,металл,ободковая,овальные,черный/золотой,53.0,16.0,135.0,,,оптика,овальные_металл_черный/золотой,M_L_M,овальные_металл_черный/золотой_M_L_M
0030-807,ETRO,женские,пластик,ободковая,бабочка,черный,54.0,15.0,140.0,,,оптика,бабочка_пластик_черный,M_L_S,бабочка_пластик_черный_M_L_S
0030-EPZ,ETRO,женские,пластик,ободковая,бабочка,коричневый,54.0,15.0,140.0,,,оптика,бабочка_пластик_коричневый,M_L_S,бабочка_пластик_коричневый_M_L_S
0032-1,VELA,женские,металл,ободковая,бабочка,золотой,55.0,17.0,140.0,,,оптика,бабочка_металл_золотой,M_L_M,бабочка_металл_золотой_M_L_M
0032-2,VELA,женские,металл,ободковая,бабочка,коричневый,55.0,17.0,140.0,,,оптика,бабочка_металл_коричневый,M_L_M,бабочка_металл_коричневый_M_L_M
0033-1,VELA,женские,металл,ободковая,кошачий глаз,золотой,54.0,16.0,140.0,,,оптика,кошачий глаз_металл_золотой,M_L_M,кошачий глаз_металл_золотой_M_L_M
0033-2,VELA,женские,металл,ободковая,кошачий глаз,коричневый,54.0,16.0,140.0,,,оптика,кошачий глаз_металл_коричневый,M_L_M,кошачий глаз_металл_коричневый_M_L_M
0033-3,GAMMA,женские,металл,ободковая,бабочка,,55.0,16.0,140.0,,,оптика,,M_L_M,
0034-1,VELA,женские,металл,ободковая,прямоугольные,золотой,51.0,18.0,142.0,,,оптика,прямоугольные_металл_золотой,M_M_L,прямоугольные_металл_золотой_M_M_L
0034-2,GAMMA,мужские,металл,ободковая,прямоугольные,темно-серый,53.0,16.0,140.0,,,оптика,прямоугольные_металл_темно-серый,M_L_M,прямоугольные_металл_темно-серый_M_L_M
0034O-011,CHLOE,женские,металл и пластик,ободковая,квадратные,,50.0,18.0,140.0,,,оптика,,M_M_L,
0036-1,GAMMA,женские,металл,ободковая,круглые,черный,49.0,20.0,138.0,,,оптика,круглые_металл_черный,M_M_L,круглые_металл_черный_M_M_L
0036-2,VELA,женские,металл,ободковая,прямоугольные,коричневый,54.0,17.0,140.0,,,оптика,прямоугольные_металл_коричневый,M_L_M,прямоугольные_металл_коричневый_M_L_M
0036-3,GAMMA,женские,металл,ободковая,круглые,розовый,49.0,20.0,143.0,,,оптика,круглые_металл_розовый,M_M_L,круглые_металл_розовый_M_M_L
0036-4,GAMMA,женские,металл,ободковая,круглые,бордовый,49.0,20.0,143.0,,,оптика,круглые_металл_бордовый,M_M_L,круглые_металл_бордовый_M_M_L
0037-1,VELA,мужские,металл,полуободковая,прямоугольные,темно-серый,55.0,18.0,142.0,,,оптика,прямоугольные_металл_темно-серый,M_L_L,прямоугольные_металл_темно-серый_M_L_L
0037-3,VELA,мужские,металл,полуободковая,прямоугольные,золотой,55.0,18.0,142.0,,,оптика,прямоугольные_металл_золотой,M_L_L,прямоугольные_металл_золотой_M_L_L
0038ON-012,GUCCI,женские,пластик,ободковая,бабочка,,54.0,17.0,140.0,,,оптика,,M_L_M,
0039-1,VELA,мужские,металл,ободковая,прямоугольные,темно-серый,53.0,19.0,142.0,,,оптика,прямоугольные_металл_темно-серый,M_L_L,прямоугольные_металл_темно-серый_M_L_L
0039-2,VELA,мужские,металл,ободковая,прямоугольные,серый/серебристый,53.0,19.0,142.0,,,оптика,прямоугольные_металл_серый/серебристый,M_L_L,прямоугольные_металл_серый/серебристый_M_L_L
004-ANTIC,GLORY,мужские,металл,полуободковая,прямоугольные,серый,52.0,17.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
004-BLK,Fisher Price,подростковые для мальчиков,пластик,ободковая,трапеция,черный,47.0,16.0,120.0,,,оптика,трапеция_пластик_черный,S_S_M,трапеция_пластик_черный_S_S_M
004-CHR,BARBIE,подростковые для девочек,пластик,ободковая,вайфайеры,розовый,46.0,15.0,130.0,,,оптика,вайфайеры_пластик_розовый,S_S_S,вайфайеры_пластик_розовый_S_S_S
004-GREY,GLORY,мужские,металл,полуободковая,прямоугольные,серый,52.0,17.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
004-PTL,BARBIE,подростковые для девочек,пластик,ободковая,вайфайеры,бирюзовый,46.0,15.0,130.0,,,оптика,вайфайеры_пластик_бирюзовый,S_S_S,вайфайеры_пластик_бирюзовый_S_S_S
0040-1,FORTUNA,мужские,металл,ободковая,прямоугольные,,53.0,17.0,135.0,,,оптика,,M_L_M,
0040-2,GAMMA,мужские,металл,ободковая,прямоугольные,темно-серый,54.0,16.0,145.0,,,оптика,прямоугольные_металл_темно-серый,L_L_M,прямоугольные_металл_темно-серый_L_L_M
0040-4,GAMMA,мужские,металл,ободковая,прямоугольные,коричневый,54.0,16.0,145.0,,,оптика,прямоугольные_металл_коричневый,L_L_M,прямоугольные_металл_коричневый_L_L_M
0040-807,ISABEL MARANT,женские,пластик,ободковая,круглые,черный,50.0,22.0,145.0,,,оптика,круглые_пластик_черный,L_M_L,круглые_пластик_черный_L_M_L
0041-086,ISABEL MARANT,женские,пластик,ободковая,квадратные,гавана,50.0,21.0,145.0,,,оптика,квадратные_пластик_гавана,L_M_L,квадратные_пластик_гавана_L_M_L
0041-BKU,Carolina Herrera,женские,металл,ободковая,бабочка,золотой,53.0,18.0,140.0,,,оптика,бабочка_металл_золотой,M_L_L,бабочка_металл_золотой_M_L_L
0042-05L,Carolina Herrera,женские,пластик,ободковая,бабочка,гавана,54.0,15.0,145.0,,,оптика,бабочка_пластик_гавана,L_L_S,бабочка_пластик_гавана_L_L_S
0042-1,GAMMA,мужские,металл,ободковая,квадратные,черный,55.0,18.0,145.0,,,оптика,квадратные_металл_черный,L_L_L,квадратные_металл_черный_L_L_L
0042-2,GAMMA,мужские,металл,ободковая,трапеция,темно-серый,55.0,18.0,145.0,,,оптика,трапеция_металл_темно-серый,L_L_L,трапеция_металл_темно-серый_L_L_L
0042-3,VELA,женские,металл,ободковая,необычные,золотой,50.0,20.0,140.0,,,оптика,необычные_металл_золотой,M_M_L,необычные_металл_золотой_M_M_L
0042-PJP,Carolina Herrera,женские,пластик,ободковая,бабочка,,54.0,15.0,145.0,,,оптика,,L_L_S,
0043-4,VELA,мужские,металл,ободковая,прямоугольные,золотой,53.0,18.0,143.0,,,оптика,прямоугольные_металл_золотой,M_L_L,прямоугольные_металл_золотой_M_L_L
00439 WTR-72-DO,Paw Patrol,детские универсальные,пластик,ободковая,овальные,,39.0,15.0,110.0,,,оптика,,S_S_S,
0044-1,VELA,мужские,металл,ободковая,прямоугольные,темно-серый,52.0,18.0,140.0,,,оптика,прямоугольные_металл_темно-серый,M_L_L,прямоугольные_металл_темно-серый_M_L_L
0044-4,VELA,мужские,металл,ободковая,прямоугольные,коричневый,52.0,18.0,140.0,,,оптика,прямоугольные_металл_коричневый,M_L_L,прямоугольные_металл_коричневый_M_L_L
0044/G-PJP,ISABEL MARANT,женские,пластик,ободковая,необычные,синий,53.0,17.0,145.0,,,оптика,необычные_пластик_синий,L_L_M,необычные_пластик_синий_L_L_M
0045-1,VELA,мужские,металл,ободковая,прямоугольные,темно-серый,54.0,18.0,145.0,,,оптика,прямоугольные_металл_темно-серый,L_L_L,прямоугольные_металл_темно-серый_L_L_L
0045-2,VELA,мужские,металл,ободковая,прямоугольные,черный,54.0,18.0,145.0,,,оптика,прямоугольные_металл_черный,L_L_L,прямоугольные_металл_черный_L_L_L
0045-3,GAMMA,женские,металл,ободковая,бабочка,,53.0,17.0,141.0,,,оптика,,M_L_M,
0045O-001,CARTIER,универсальные,титан,безободковая,прямоугольные,белый,51.0,20.0,140.0,,,оптика,прямоугольные_титан_белый,M_M_L,прямоугольные_титан_белый_M_M_L
0046-1,VELA,мужские,металл,ободковая,прямоугольные,темно-серый,53.0,17.0,138.0,,,оптика,прямоугольные_металл_темно-серый,M_L_M,прямоугольные_металл_темно-серый_M_L_M
0046-2,GAMMA,женские,металл,ободковая,квадратные,черный,53.0,17.0,142.0,,,оптика,квадратные_металл_черный,M_L_M,квадратные_металл_черный_M_L_M
0046-BSC,ISABEL MARANT,женские,металл и пластик,ободковая,капли,,55.0,19.0,150.0,,,оптика,,L_L_L,
0047-1,VELA,мужские,металл,ободковая,прямоугольные,темно-серый,51.0,18.0,138.0,,,оптика,прямоугольные_металл_темно-серый,M_M_L,прямоугольные_металл_темно-серый_M_M_L
0047-2,VELA,мужские,металл,ободковая,прямоугольные,черный,51.0,18.0,138.0,,,оптика,прямоугольные_металл_черный,M_M_L,прямоугольные_металл_черный_M_M_L
0047-3,GAMMA,женские,металл,ободковая,бабочка,многоцветный,53.0,17.0,142.0,,,оптика,бабочка_металл_многоцветный,M_L_M,бабочка_металл_многоцветный_M_L_M
0048-1,VELA,мужские,металл,ободковая,прямоугольные,темно-серый,52.0,17.0,140.0,,,оптика,прямоугольные_металл_темно-серый,M_L_M,прямоугольные_металл_темно-серый_M_L_M
0048-2,VELA,мужские,металл,ободковая,прямоугольные,черный,52.0,17.0,140.0,,,оптика,прямоугольные_металл_черный,M_L_M,прямоугольные_металл_черный_M_L_M
0048-4,VELA,мужские,металл,ободковая,прямоугольные,серебристый,52.0,17.0,140.0,,,оптика,прямоугольные_металл_серебристый,M_L_M,прямоугольные_металл_серебристый_M_L_M
0049-1,VELA,женские,металл,ободковая,овальные,черный,50.0,20.0,140.0,,,оптика,овальные_металл_черный,M_M_L,овальные_металл_черный_M_M_L
0049-3,VELA,женские,металл,ободковая,овальные,золотой,50.0,20.0,140.0,,,оптика,овальные_металл_золотой,M_M_L,овальные_металл_золотой_M_M_L
005-100,SLIMFOLD,универсальные,металл,ободковая,половинки,золотой,53.0,20.0,115.0,,,оптика,половинки_металл_золотой,S_L_L,половинки_металл_золотой_S_L_L
005-200,SLIMFOLD,универсальные,металл,ободковая,половинки,серебристый,53.0,20.0,115.0,,,оптика,половинки_металл_серебристый,S_L_L,половинки_металл_серебристый_S_L_L
005-300,SLIMFOLD,универсальные,металл,ободковая,половинки,черный,53.0,20.0,115.0,,,оптика,половинки_металл_черный,S_L_L,половинки_металл_черный_S_L_L
005-500,SLIMFOLD,универсальные,металл,ободковая,половинки,коричневый,53.0,20.0,115.0,,,оптика,половинки_металл_коричневый,S_L_L,половинки_металл_коричневый_S_L_L
005-700,SLIMFOLD,универсальные,металл,ободковая,половинки,серый,53.0,20.0,115.0,,,оптика,половинки_металл_серый,S_L_L,половинки_металл_серый_S_L_L
005-BLACK,DACKOR,мужские,металл,ободковая,прямоугольные,черный,52.0,17.0,140.0,,,оптика,прямоугольные_металл_черный,M_L_M,прямоугольные_металл_черный_M_L_M
005-BROWN,DACKOR,мужские,металл,ободковая,прямоугольные,бронзовый,52.0,17.0,140.0,,,оптика,прямоугольные_металл_бронзовый,M_L_M,прямоугольные_металл_бронзовый_M_L_M
005-GUN,DACKOR,мужские,металл,ободковая,прямоугольные,темно-серый,52.0,17.0,140.0,,,оптика,прямоугольные_металл_темно-серый,M_L_M,прямоугольные_металл_темно-серый_M_L_M
005-PRP,BARBIE,подростковые для девочек,пластик,ободковая,бабочка,серый,49.0,16.0,135.0,,,оптика,бабочка_пластик_серый,M_M_M,бабочка_пластик_серый_M_M_M
005-YLW,Fisher Price,детские для девочек,пластик,ободковая,панто,бежевый,46.0,17.0,130.0,,,оптика,панто_пластик_бежевый,S_S_M,панто_пластик_бежевый_S_S_M
0050-1,VELA,универсальные,металл,ободковая,панто,черный,47.0,20.0,136.0,,,оптика,панто_металл_черный,M_S_L,панто_металл_черный_M_S_L
0050-2,GAMMA,мужские,металл,ободковая,квадратные,серебристый,56.0,17.0,150.0,,,оптика,квадратные_металл_серебристый,L_L_M,квадратные_металл_серебристый_L_L_M
0050-3,GAMMA,мужские,металл,ободковая,квадратные,серый,56.0,17.0,150.0,,,оптика,квадратные_металл_серый,L_L_M,квадратные_металл_серый_L_L_M
0050-4,VELA,универсальные,металл,ободковая,панто,коричневый,47.0,20.0,136.0,,,оптика,панто_металл_коричневый,M_S_L,панто_металл_коричневый_M_S_L
0051-2,VELA,универсальные,металл,ободковая,половинки,черный,48.0,21.0,138.0,,,оптика,половинки_металл_черный,M_M_L,половинки_металл_черный_M_M_L
0051-3,VELA,универсальные,металл,ободковая,половинки,золотой,48.0,21.0,138.0,,,оптика,половинки_металл_золотой,M_M_L,половинки_металл_золотой_M_M_L
0052-2,VELA,женские,металл,ободковая,половинки,черный,50.0,17.0,140.0,,,оптика,половинки_металл_черный,M_M_M,половинки_металл_черный_M_M_M
0052-3,VELA,женские,металл,ободковая,половинки,золотой,50.0,17.0,140.0,,,оптика,половинки_металл_золотой,M_M_M,половинки_металл_золотой_M_M_M
0052O-005,CARTIER,универсальные,металл,безободковая,прямоугольные,золотой,53.0,18.0,140.0,,,оптика,прямоугольные_металл_золотой,M_L_L,прямоугольные_металл_золотой_M_L_L
0052O-007,CARTIER,универсальные,металл,безободковая,прямоугольные,серебристый,53.0,18.0,140.0,,,оптика,прямоугольные_металл_серебристый,M_L_L,прямоугольные_металл_серебристый_M_L_L
0052O-009,CARTIER,мужские,металл,безободковая,прямоугольные,коричневый,53.0,18.0,140.0,,,оптика,прямоугольные_металл_коричневый,M_L_L,прямоугольные_металл_коричневый_M_L_L
0054-2,VELA,универсальные,металл,ободковая,овальные,темно-серый,54.0,20.0,140.0,,,оптика,овальные_металл_темно-серый,M_L_L,овальные_металл_темно-серый_M_L_L
0054-4,VELA,универсальные,металл,ободковая,овальные,коричневый,54.0,20.0,140.0,,,оптика,овальные_металл_коричневый,M_L_L,овальные_металл_коричневый_M_L_L
0055-1,VELA,женские,металл,ободковая,прямоугольные,золотой,53.0,18.0,140.0,,,оптика,прямоугольные_металл_золотой,M_L_L,прямоугольные_металл_золотой_M_L_L
0055O-005,CARTIER,мужские,металл,ободковая,прямоугольные,,56.0,18.0,140.0,,,оптика,,M_L_L,
0057-C1H,Carolina Herrera,женские,пластик,ободковая,бабочка,,53.0,17.0,145.0,,,оптика,,L_L_M,
0057-KDX,Carolina Herrera,женские,пластик,ободковая,бабочка,черный,53.0,17.0,145.0,,,оптика,бабочка_пластик_черный,L_L_M,бабочка_пластик_черный_L_L_M
0057O-001,CARTIER,женские,металл,полуободковая,овальные,,52.0,18.0,135.0,,,оптика,,M_L_L,
0057O-002,CARTIER,женские,металл,полуободковая,овальные,,52.0,18.0,135.0,,,оптика,,M_L_L,
0058-000,ISABEL MARANT,женские,металл,ободковая,необычные,золотой,53.0,19.0,145.0,,,оптика,необычные_металл_золотой,L_L_L,необычные_металл_золотой_L_L_L
