article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
BALLARD-CLGD,ETNIA BARCELONA,универсальные,титан,ободковая,круглые,золотой,47.0,23.0,113.0,,,солнцезащитные,круглые_титан_золотой,S_S_L,круглые_титан_золотой_S_S_L
BARBARA-G0242TB02SZ01,GRESSO,женские,титан,полуободковая,квадратные,черный,54.0,25.0,140.0,,,солнцезащитные,квадратные_титан_черный,M_L_L,квадратные_титан_черный_M_L_L
BARBARELLA-013,KALEOS,женские,пластик,ободковая,прямоугольные,зеленый,51.0,22.0,145.0,,,солнцезащитные,прямоугольные_пластик_зеленый,L_M_L,прямоугольные_пластик_зеленый_L_M_L
BELLA-03,WOODYS,женские,металл и пластик,ободковая,круглые,оранжевый,51.0,21.0,140.0,,,солнцезащитные,круглые_металл и пластик_оранжевый,M_M_L,круглые_металл и пластик_оранжевый_M_M_L
BELLA-04,WOODYS,женские,металл и пластик,ободковая,круглые,желтый,51.0,21.0,140.0,,,солнцезащитные,круглые_металл и пластик_желтый,M_M_L,круглые_металл и пластик_желтый_M_M_L
BERTHA-G0148TB04S,GRESSO,женские,титан,полуободковая,бабочка,черный,57.0,18.0,140.0,,,солнцезащитные,бабочка_титан_черный,M_L_L,бабочка_титан_черный_M_L_L
BIRDIE/S-BKUHA,JIMMY CHOO,женские,металл,ободковая,круглые,золотой,60.0,18.0,145.0,,,солнцезащитные,круглые_металл_золотой,L_L_L,круглые_металл_золотой_L_L_L
BLUE JOB-BORHVT/GP,CHROME HEARTS,женские,металл и пластик,ободковая,квадратные,,53.0,22.0,138.0,,,солнцезащитные,,M_L_L,
BOJMIR II-WP/GP,CHROME HEARTS,женские,металл и пластик,ободковая,круглые,,47.0,25.0,141.0,,,солнцезащитные,,M_S_L,
Bolt Black SG1,FOR ART'S SAKE,женские,пластик,ободковая,прямоугольные,черный,58.0,19.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_L,прямоугольные_пластик_черный_L_L_L
BONAVISTA-RDWH,ETNIA BARCELONA,женские,пластик,ободковая,квадратные,,54.0,19.0,142.0,,,солнцезащитные,,M_L_L,
BRIGADE-I-110B,BALMAIN,универсальные,титан,ободковая,панто,,52.0,20.0,140.0,,,солнцезащитные,,M_L_L,
BRIGADE-I-110C,BALMAIN,женские,титан,ободковая,панто,золотой,52.0,20.0,140.0,,,солнцезащитные,панто_титан_золотой,M_L_L,панто_титан_золотой_M_L_L
CALEB-431,MYKITA,мужские,металл,полуободковая,капли,черный,57.0,16.0,150.0,,,солнцезащитные,капли_металл_черный,L_L_M,капли_металл_черный_L_L_M
CARDUC 001/S-807H4,CARRERA,мужские,пластик,ободковая,спортивные,черный,57.0,18.0,135.0,,,солнцезащитные,спортивные_пластик_черный,M_L_L,спортивные_пластик_черный_M_L_L
CARDUC 017/S-TZQT4,CARRERA,универсальные,пластик,ободковая,маска,синий,99.0,1.0,125.0,,,солнцезащитные,маска_пластик_синий,S_L_S,маска_пластик_синий_S_L_S
CARDUC 018/S-807H4,CARRERA,универсальные,пластик,ободковая,капли,черный,58.0,17.0,135.0,,,солнцезащитные,капли_пластик_черный,M_L_M,капли_пластик_черный_M_L_M
CARDUC 021/S-807H4,CARRERA,мужские,пластик,ободковая,прямоугольные,черный,55.0,17.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_M,прямоугольные_пластик_черный_L_L_M
CARDUC 022/S-V6DXT,CARRERA,мужские,титан,ободковая,прямоугольные,серый,60.0,18.0,140.0,,,солнцезащитные,прямоугольные_титан_серый,M_L_L,прямоугольные_титан_серый_M_L_L
CARDUC 023/S-FLLXT,CARRERA,мужские,пластик,ободковая,прямоугольные,синий,56.0,18.0,140.0,,,солнцезащитные,прямоугольные_пластик_синий,M_L_L,прямоугольные_пластик_синий_M_L_L
CARDUC 028/S-807H4,CARRERA,мужские,пластик,полуободковая,трапеция,черный,63.0,13.0,135.0,,,солнцезащитные,трапеция_пластик_черный,M_L_S,трапеция_пластик_черный_M_L_S
CARDUC 029/S-807H4,CARRERA,мужские,пластик,ободковая,прямоугольные,черный,59.0,17.0,135.0,,,солнцезащитные,прямоугольные_пластик_черный,M_L_M,прямоугольные_пластик_черный_M_L_M
CARDUC 033/S-807IR,CARRERA,универсальные,пластик,безободковая,маска,черный,99.0,1.0,135.0,,,солнцезащитные,маска_пластик_черный,M_L_S,маска_пластик_черный_M_L_S
CARDUC 034/S-08AIR,CARRERA,мужские,пластик,ободковая,квадратные,черный,59.0,16.0,145.0,,,солнцезащитные,квадратные_пластик_черный,L_L_M,квадратные_пластик_черный_L_L_M
CARDUC 034/S-900XT,CARRERA,мужские,пластик,ободковая,прямоугольные,прозрачный,59.0,16.0,145.0,,,солнцезащитные,прямоугольные_пластик_прозрачный,L_L_M,прямоугольные_пластик_прозрачный_L_L_M
CARDUC 037/S-003QT,CARRERA,мужские,металл,ободковая,капли,черный,61.0,16.0,140.0,,,солнцезащитные,капли_металл_черный,M_L_M,капли_металл_черный_M_L_M
CARDUC 037/S-R80H4,CARRERA,мужские,металл,ободковая,капли,серый,61.0,16.0,140.0,,,солнцезащитные,капли_металл_серый,M_L_M,капли_металл_серый_M_L_M
CARPE DIEM-2/S-091/14,NOBIKA,женские,металл и пластик,ободковая,кошачий глаз,,51.0,18.0,137.0,,,солнцезащитные,,M_M_L,
CARPE DIEM-3/S-030/6,NOBIKA,универсальные,металл и пластик,ободковая,капли,,52.0,19.0,142.0,,,солнцезащитные,,M_L_L,
CARPE DIEM-3/S-088/15,NOBIKA,универсальные,металл и пластик,ободковая,капли,,52.0,19.0,142.0,,,солнцезащитные,,M_L_L,
CARRERA 1060/S-2M2HA,CARRERA,мужские,пластик,полуободковая,маска,черный/золотой,99.0,1.0,140.0,,,солнцезащитные,маска_пластик_черный/золотой,M_L_S,маска_пластик_черный/золотой_M_L_S
CARRERA 1066/S-7C508,CARRERA,мужские,пластик,полуободковая,маска,черный,63.0,12.0,145.0,,,солнцезащитные,маска_пластик_черный,L_L_S,маска_пластик_черный_L_L_S
CARRERA 334/S-J5G9O,CARRERA,универсальные,металл,ободковая,гексагон,золотой,53.0,21.0,145.0,,,солнцезащитные,гексагон_металл_золотой,L_L_L,гексагон_металл_золотой_L_L_L
CD Icon S2I-14A0,DIOR,универсальные,пластик,ободковая,прямоугольные,черный,55.0,15.0,140.0,,,солнцезащитные,прямоугольные_пластик_черный,M_L_S,прямоугольные_пластик_черный_M_L_S
CD SU-50A4,DIOR,универсальные,пластик,ободковая,трапеция,белый,55.0,15.0,140.0,,,солнцезащитные,трапеция_пластик_белый,M_L_S,трапеция_пластик_белый_M_L_S
CHARLIZE-G0280TB02SZ16,GRESSO,женские,титан,полуободковая,необычные,черный/коричневый,54.0,23.0,140.0,,,солнцезащитные,необычные_титан_черный/коричневый,M_L_L,необычные_титан_черный/коричневый_M_L_L
CHELSEA-G0168TB01SP,GRESSO,универсальные,титан,полуободковая,авиаторы,черный,62.0,12.0,140.0,,,солнцезащитные,авиаторы_титан_черный,M_L_S,авиаторы_титан_черный_M_L_S
CLINT SUN-C02-SR,BRETT,универсальные,металл,ободковая,панто,,49.0,20.0,145.0,,,солнцезащитные,,L_M_L,
CLINT SUN-C03-SR,BRETT,универсальные,металл,ободковая,панто,,49.0,20.0,145.0,,,солнцезащитные,,L_M_L,
CT11022-3,VITO FABIUS,подростковые для девочек,пластик,ободковая,бабочка,оранжевый,49.0,16.0,132.0,,,солнцезащитные,бабочка_пластик_оранжевый,S_M_M,бабочка_пластик_оранжевый_S_M_M
CT11060-8,VITO FABIUS,подростковые универсальные,пластик,ободковая,панто,желтый,46.0,18.0,135.0,,,солнцезащитные,панто_пластик_желтый,M_S_L,панто_пластик_желтый_M_S_L
CT11060-9,VITO FABIUS,подростковые универсальные,пластик,ободковая,панто,голубой,46.0,18.0,135.0,,,солнцезащитные,панто_пластик_голубой,M_S_L,панто_пластик_голубой_M_S_L
CT11068-10,VITO FABIUS,подростковые универсальные,пластик,ободковая,панто,желтый,47.0,14.0,131.0,,,солнцезащитные,панто_пластик_желтый,S_S_S,панто_пластик_желтый_S_S_S
CT11068-8,VITO FABIUS,подростковые универсальные,пластик,ободковая,панто,зеленый,47.0,14.0,131.0,,,солнцезащитные,панто_пластик_зеленый,S_S_S,панто_пластик_зеленый_S_S_S
D-DOLL R1U,DIOR,женские,пластик,ободковая,бабочка,черный,62.0,19.0,135.0,,,солнцезащитные,бабочка_пластик_черный,M_L_L,бабочка_пластик_черный_M_L_L
DALLAS-G0061TB02S,GRESSO,мужские,титан,полуободковая,квадратные,черный,58.0,14.0,140.0,,,солнцезащитные,квадратные_титан_черный,M_L_S,квадратные_титан_черный_M_L_S
DAMIAN-2,KREUZBERGKINDER,мужские,пластик,ободковая,трапеция,черепаховый,50.0,22.0,145.0,,,солнцезащитные,трапеция_пластик_черепаховый,L_M_L,трапеция_пластик_черепаховый_L_M_L
DAY TRIPPER-22031-E-BLK-R,DITA,женские,пластик,ободковая,бабочка,черный,55.0,20.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
DEAR FRIDAY - 01,GAST,универсальные,пластик,ободковая,прямоугольные,черный,51.0,21.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_M_L,прямоугольные_пластик_черный_L_M_L
DEAR FRIDAY - 04,GAST,универсальные,пластик,ободковая,прямоугольные,бежевый,51.0,21.0,145.0,,,солнцезащитные,прямоугольные_пластик_бежевый,L_M_L,прямоугольные_пластик_бежевый_L_M_L
DECO-TG1 BLACK,FOR ART'S SAKE,женские,пластик,ободковая,бабочка,черный,55.0,22.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
DEEP II AS-WEPV,CHROME HEARTS,универсальные,металл,безободковая,прямоугольные,темно-серый,57.0,20.0,141.0,,,солнцезащитные,прямоугольные_металл_темно-серый,M_L_L,прямоугольные_металл_темно-серый_M_L_L
DEEP-563,MYKITA,мужские,металл,полуободковая,квадратные,серый,52.0,23.0,145.0,,,солнцезащитные,квадратные_металл_серый,L_L_L,квадратные_металл_серый_L_L_L
DEXTER-G0080TB06S,GRESSO,мужские,титан,полуободковая,квадратные,черный,58.0,18.0,140.0,,,солнцезащитные,квадратные_титан_черный,M_L_L,квадратные_титан_черный_M_L_L
DILLINGER-1-26F,EYEPETIZER,универсальные,металл,безободковая,прямоугольные,золотой,52.0,18.0,145.0,,,солнцезащитные,прямоугольные_металл_золотой,L_L_L,прямоугольные_металл_золотой_L_L_L
DILLINGER-4-25F,EYEPETIZER,универсальные,металл,безободковая,прямоугольные,золотой,52.0,18.0,145.0,,,солнцезащитные,прямоугольные_металл_золотой,L_L_L,прямоугольные_металл_золотой_L_L_L
DILLINGER-4-44F,EYEPETIZER,универсальные,металл,безободковая,прямоугольные,золотой,52.0,18.0,145.0,,,солнцезащитные,прямоугольные_металл_золотой,L_L_L,прямоугольные_металл_золотой_L_L_L
DiorEssential Al-85A5,DIOR,мужские,пластик,ободковая,панто,,58.0,13.0,145.0,,,солнцезащитные,,L_L_S,
DiorSignature S9U-10A0,DIOR,женские,пластик,ободковая,прямоугольные,черный,56.0,16.0,125.0,,,солнцезащитные,прямоугольные_пластик_черный,S_L_M,прямоугольные_пластик_черный_S_L_M
DiorSolar S1U-95A0,DIOR,женские,пластик,ободковая,квадратные,белый,59.0,15.0,135.0,,,солнцезащитные,квадратные_пластик_белый,M_L_S,квадратные_пластик_белый_M_L_S
DiorTag SU-10B0,DIOR,мужские,пластик,ободковая,прямоугольные,,56.0,19.0,145.0,,,солнцезащитные,,L_L_L,
DONOVAN-431,MYKITA,мужские,металл,полуободковая,прямоугольные,,55.0,20.0,150.0,,,солнцезащитные,,L_L_L,
DW-5 B,DRIVEWEAR,универсальные,металл,безободковая,прямоугольные,,,,,,,солнцезащитные,,L_L_L,
EMBRA-155-A-03,DITA,женские,металл,безободковая,квадратные,серебристый/золотой,58.0,17.0,135.0,,,солнцезащитные,квадратные_металл_серебристый/золотой,M_L_M,квадратные_металл_серебристый/золотой_M_L_M
EMMA-G0188TB04S,GRESSO,женские,титан,полуободковая,бабочка,черный,58.0,18.0,140.0,,,солнцезащитные,бабочка_титан_черный,M_L_L,бабочка_титан_черный_M_L_L
ERIS-505A,AKONI,универсальные,титан,ободковая,круглые,серебристый/золотой,46.0,22.0,140.0,,,солнцезащитные,круглые_титан_серебристый/золотой,M_S_L,круглые_титан_серебристый/золотой_M_S_L
ERIS-505C,AKONI,универсальные,титан,ободковая,круглые,черный/золотой,46.0,22.0,140.0,,,солнцезащитные,круглые_титан_черный/золотой,M_S_L,круглые_титан_черный/золотой_M_S_L
ERIS-TWO-508B,AKONI,универсальные,титан,ободковая,прямоугольные,черный/серебристый,51.0,19.0,140.0,,,солнцезащитные,прямоугольные_титан_черный/серебристый,M_M_L,прямоугольные_титан_черный/серебристый_M_M_L
ERIS-TWO-508C,AKONI,универсальные,титан,ободковая,прямоугольные,серый/золотой,51.0,19.0,140.0,,,солнцезащитные,прямоугольные_титан_серый/золотой,M_M_L,прямоугольные_титан_серый/золотой_M_M_L
ETHEREGE-1-53,EYEPETIZER,универсальные,металл,безободковая,прямоугольные,серебристый,,,,,,солнцезащитные,прямоугольные_металл_серебристый,L_L_L,прямоугольные_металл_серебристый_L_L_L
ETHEREGE-4-52,EYEPETIZER,универсальные,металл,безободковая,прямоугольные,золотой,,,,,,солнцезащитные,прямоугольные_металл_золотой,L_L_L,прямоугольные_металл_золотой_L_L_L
ETHEREGE-6-51,EYEPETIZER,универсальные,металл,безободковая,прямоугольные,черный,,,,,,солнцезащитные,прямоугольные_металл_черный,L_L_L,прямоугольные_металл_черный_L_L_L
F83-302P,CHOPARD,мужские,титан,ободковая,квадратные,черный/золотой,60.0,16.0,145.0,,,солнцезащитные,квадратные_титан_черный/золотой,L_L_M,квадратные_титан_черный/золотой_L_L_M
FARFA - FF03,GAST,универсальные,металл,ободковая,необычные,золотой,54.0,21.0,140.0,,,солнцезащитные,необычные_металл_золотой,M_L_L,необычные_металл_золотой_M_L_L
FLAGLAB 16-KY21V,CARRERA,универсальные,металл и пластик,безободковая,маска,белый,99.0,1.0,130.0,,,солнцезащитные,маска_металл и пластик_белый,S_L_S,маска_металл и пластик_белый_S_L_S
FLECHE-138C,BALMAIN,универсальные,титан,безободковая,маска,золотой,141.0,,118.0,,,солнцезащитные,маска_титан_золотой,S_L_L,маска_титан_золотой_S_L_L
FLIGHT-EIGHT134-53-03-NVY,DITA,мужские,металл и пластик,ободковая,прямоугольные,синий,53.0,21.0,144.0,,,солнцезащитные,прямоугольные_металл и пластик_синий,M_L_L,прямоугольные_металл и пластик_синий_M_L_L
FLIGHT-SEVEN-11-57-01-PLD,DITA,мужские,металл,ободковая,капли,серебристый,57.0,16.0,144.0,,,солнцезащитные,капли_металл_серебристый,M_L_M,капли_металл_серебристый_M_L_M
FPSN001-BLK,Fisher Price,подростковые универсальные,пластик,ободковая,прямоугольные,черный,47.0,17.0,129.0,,,солнцезащитные,прямоугольные_пластик_черный,S_S_M,прямоугольные_пластик_черный_S_S_M
FPSN001-BLUE,Fisher Price,подростковые универсальные,пластик,ободковая,прямоугольные,синий,47.0,17.0,129.0,,,солнцезащитные,прямоугольные_пластик_синий,S_S_M,прямоугольные_пластик_синий_S_S_M
FPSN001-ORG,Fisher Price,подростковые универсальные,пластик,ободковая,прямоугольные,оранжевый,47.0,17.0,129.0,,,солнцезащитные,прямоугольные_пластик_оранжевый,S_S_M,прямоугольные_пластик_оранжевый_S_S_M
FPSN006-PRP,Fisher Price,детские для девочек,пластик,ободковая,вайфайеры,розовый,46.0,12.0,121.0,,,солнцезащитные,вайфайеры_пластик_розовый,S_S_S,вайфайеры_пластик_розовый_S_S_S
FPSN009-BLUE,Fisher Price,детские универсальные,пластик,ободковая,овальные,синий,42.0,20.0,124.0,,,солнцезащитные,овальные_пластик_синий,S_S_L,овальные_пластик_синий_S_S_L
FRIDA-MASK FK-A2 BLUE,FOR ART'S SAKE,женские,металл,ободковая,бабочка,черный,59.0,17.0,145.0,,,солнцезащитные,бабочка_металл_черный,L_L_M,бабочка_металл_черный_L_L_M
FRIDA-MASK FK-A3 ROSE,FOR ART'S SAKE,женские,металл,ободковая,бабочка,золотой,59.0,17.0,145.0,,,солнцезащитные,бабочка_металл_золотой,L_L_M,бабочка_металл_золотой_L_L_M
FRIDA-PORTRAIT FK-B1 BLAC,FOR ART'S SAKE,женские,пластик,ободковая,овальные,черный,55.0,19.0,148.0,,,солнцезащитные,овальные_пластик_черный,L_L_L,овальные_пластик_черный_L_L_L
FRIDA-PORTRAIT FK-B2 BROW,FOR ART'S SAKE,женские,пластик,ободковая,овальные,гавана,55.0,19.0,148.0,,,солнцезащитные,овальные_пластик_гавана,L_L_L,овальные_пластик_гавана_L_L_L
G33S-0307,CHOPARD,женские,металл,ободковая,квадратные,золотой,61.0,18.0,140.0,,,солнцезащитные,квадратные_металл_золотой,M_L_L,квадратные_металл_золотой_M_L_L
G33S-354,CHOPARD,женские,металл,ободковая,квадратные,бронзовый,61.0,18.0,140.0,,,солнцезащитные,квадратные_металл_бронзовый,M_L_L,квадратные_металл_бронзовый_M_L_L
G61-301P,CHOPARD,мужские,металл,ободковая,трапеция,черный/золотой,62.0,12.0,145.0,,,солнцезащитные,трапеция_металл_черный/золотой,L_L_S,трапеция_металл_черный/золотой_L_L_S
G63-340P,CHOPARD,мужские,металл,ободковая,капли,бронзовый,62.0,14.0,145.0,,,солнцезащитные,капли_металл_бронзовый,L_L_S,капли_металл_бронзовый_L_L_S
G68S-A32X,CHOPARD,женские,металл,полуободковая,квадратные,золотой,62.0,17.0,135.0,,,солнцезащитные,квадратные_металл_золотой,M_L_M,квадратные_металл_золотой_M_L_M
G80-579,CHOPARD,мужские,металл,безободковая,прямоугольные,серебристый,60.0,12.0,145.0,,,солнцезащитные,прямоугольные_металл_серебристый,L_L_S,прямоугольные_металл_серебристый_L_L_S
G80-8FFK,CHOPARD,мужские,металл,безободковая,квадратные,бронзовый,60.0,12.0,145.0,,,солнцезащитные,квадратные_металл_бронзовый,L_L_S,квадратные_металл_бронзовый_L_L_S
GALIT - 01,GAST,универсальные,пластик,ободковая,панто,черный,50.0,20.0,145.0,,,солнцезащитные,панто_пластик_черный,L_M_L,панто_пластик_черный_L_M_L
GALIT - 03,GAST,универсальные,пластик,ободковая,панто,гавана,50.0,20.0,145.0,,,солнцезащитные,панто_пластик_гавана,L_M_L,панто_пластик_гавана_L_M_L
GATE - 02,GAST,универсальные,пластик,ободковая,прямоугольные,гавана,50.0,22.0,145.0,,,солнцезащитные,прямоугольные_пластик_гавана,L_M_L,прямоугольные_пластик_гавана_L_M_L
GENERATION-EM6-ROSE,FOR ART'S SAKE,женские,металл,безободковая,бабочка,золотой,62.0,17.0,140.0,,,солнцезащитные,бабочка_металл_золотой,M_L_M,бабочка_металл_золотой_M_L_M
GENERATION-EM7-TOPAZ,FOR ART'S SAKE,женские,металл,безободковая,бабочка,золотой,62.0,17.0,140.0,,,солнцезащитные,бабочка_металл_золотой,M_L_M,бабочка_металл_золотой_M_L_M
GENEVA-G7006A,GRESSO,женские,титан,ободковая,панто,черный,57.0,22.0,140.0,,,солнцезащитные,панто_титан_черный,M_L_L,панто_титан_черный_M_L_L
GINZA-1-28F,EYEPETIZER,женские,металл,полуободковая,половинки,,,,,,,солнцезащитные,,L_L_L,
GOLDCUT II-114A,VALENTINO,женские,пластик,ободковая,кошачий глаз,черный/золотой,49.0,18.0,142.0,,,солнцезащитные,кошачий глаз_пластик_черный/золотой,M_M_L,кошачий глаз_пластик_черный/золотой_M_M_L
GOTNA - 02,GAST,универсальные,пластик,ободковая,прямоугольные,гавана,51.0,22.0,145.0,,,солнцезащитные,прямоугольные_пластик_гавана,L_M_L,прямоугольные_пластик_гавана_L_M_L
GRAND BEASTIV-MBK-GP,CHROME HEARTS,мужские,металл,ободковая,авиаторы,,59.0,15.0,140.0,,,солнцезащитные,,M_L_S,
GRAND PRIX 3-D5108,CARRERA,мужские,пластик,ободковая,маска,черный/белый,64.0,9.0,135.0,,,солнцезащитные,маска_пластик_черный/белый,M_L_S,маска_пластик_черный/белый_M_L_S
GRAND-EVO-ONE138-A-01-GLD,DITA,универсальные,металл,безободковая,квадратные,золотой,57.0,16.0,145.0,,,солнцезащитные,квадратные_металл_золотой,L_L_M,квадратные_металл_золотой_L_L_M
H42-BB,KUBORAUM,универсальные,металл,безободковая,овальные,серый,40.0,29.0,140.0,,,солнцезащитные,овальные_металл_серый,M_S_L,овальные_металл_серый_M_S_L
H42-GD,KUBORAUM,универсальные,металл,безободковая,овальные,золотой,40.0,29.0,140.0,,,солнцезащитные,овальные_металл_золотой,M_S_L,овальные_металл_золотой_M_S_L
H44-PG,KUBORAUM,женские,металл,безободковая,необычные,розовый,51.0,19.0,140.0,,,солнцезащитные,необычные_металл_розовый,M_M_L,необычные_металл_розовый_M_M_L
he Parker-S9301,KOMONO,универсальные,пластик,ободковая,трапеция,,50.5,20.5,145.0,,,солнцезащитные,,L_M_L,
HEIDI-01,WOODYS,женские,металл и пластик,ободковая,круглые,черный/золотой,50.0,22.0,140.0,,,солнцезащитные,круглые_металл и пластик_черный/золотой,M_M_L,круглые_металл и пластик_черный/золотой_M_M_L
HEIDI-02,WOODYS,женские,металл и пластик,ободковая,круглые,черепаховый,50.0,22.0,140.0,,,солнцезащитные,круглые_металл и пластик_черепаховый,M_M_L,круглые_металл и пластик_черепаховый_M_M_L
HEIDI-03,WOODYS,женские,металл и пластик,ободковая,круглые,синий/золотой,50.0,22.0,140.0,,,солнцезащитные,круглые_металл и пластик_синий/золотой,M_M_L,круглые_металл и пластик_синий/золотой_M_M_L
Helmut Lang HL001-875,MYKITA,универсальные,металл,полуободковая,прямоугольные,черный,57.0,13.0,110.0,,,солнцезащитные,прямоугольные_металл_черный,S_L_S,прямоугольные_металл_черный_S_L_S
HERA-203C,AKONI,мужские,титан,ободковая,трапеция,черный/серый,58.0,16.0,147.0,,,солнцезащитные,трапеция_титан_черный/серый,L_L_M,трапеция_титан_черный/серый_L_L_M
HESTER/S-BKUI4,JIMMY CHOO,женские,металл,ободковая,бабочка,золотой,59.0,15.0,145.0,,,солнцезащитные,бабочка_металл_золотой,L_L_S,бабочка_металл_золотой_L_L_S
HIGH-ERA - 01,GAST,женские,пластик,ободковая,прямоугольные,черный,51.0,21.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_M_L,прямоугольные_пластик_черный_L_M_L
HIGH-ERA - 02,GAST,женские,пластик,ободковая,прямоугольные,черепаховый,51.0,21.0,145.0,,,солнцезащитные,прямоугольные_пластик_черепаховый,L_M_L,прямоугольные_пластик_черепаховый_L_M_L
HORT-3-24F,EYEPETIZER,универсальные,металл,ободковая,панто,серый,46.0,21.0,145.0,,,солнцезащитные,панто_металл_серый,L_S_L,панто_металл_серый_L_S_L
HOUSTON-G0255TB01SZ02,GRESSO,мужские,титан,полуободковая,квадратные,черный,57.0,21.0,140.0,,,солнцезащитные,квадратные_титан_черный,M_L_L,квадратные_титан_черный_M_L_L
HOUSTON-G0255TB03SPZ05,GRESSO,мужские,титан,полуободковая,квадратные,черный/коричневый,50.0,24.0,140.0,,,солнцезащитные,квадратные_титан_черный/коричневый,M_M_L,квадратные_титан_черный/коричневый_M_M_L
IA22402B,INVU,универсальные,пластик,ободковая,спортивные,черный/синий,,,,,,солнцезащитные,спортивные_пластик_черный/синий,L_L_L,спортивные_пластик_черный/синий_L_L_L
IA22403A,INVU,универсальные,пластик,ободковая,маска,черный,,,,,,солнцезащитные,маска_пластик_черный,L_L_L,маска_пластик_черный_L_L_L
IA22403B,INVU,универсальные,пластик,безободковая,маска,синий,,,,,,солнцезащитные,маска_пластик_синий,L_L_L,маска_пластик_синий_L_L_L
IA22405A,INVU,универсальные,пластик,ободковая,спортивные,черный,,,,,,солнцезащитные,спортивные_пластик_черный,L_L_L,спортивные_пластик_черный_L_L_L
IA22405B,INVU,универсальные,пластик,ободковая,спортивные,черный,,,,,,солнцезащитные,спортивные_пластик_черный,L_L_L,спортивные_пластик_черный_L_L_L
IA22407A,INVU,мужские,пластик,ободковая,спортивные,черный,,,,,,солнцезащитные,спортивные_пластик_черный,L_L_L,спортивные_пластик_черный_L_L_L
IA22407B,INVU,мужские,пластик,ободковая,спортивные,синий,,,,,,солнцезащитные,спортивные_пластик_синий,L_L_L,спортивные_пластик_синий_L_L_L
IA22415C,INVU,мужские,пластик,ободковая,спортивные,черный,,,,,,солнцезащитные,спортивные_пластик_черный,L_L_L,спортивные_пластик_черный_L_L_L
IA22417C,INVU,мужские,пластик,ободковая,трапеция,черный,,,,,,солнцезащитные,трапеция_пластик_черный,L_L_L,трапеция_пластик_черный_L_L_L
IA22418A,INVU,мужские,пластик,ободковая,спортивные,черный,,,,,,солнцезащитные,спортивные_пластик_черный,L_L_L,спортивные_пластик_черный_L_L_L
IA22419A,INVU,мужские,пластик,ободковая,трапеция,черный,,,,,,солнцезащитные,трапеция_пластик_черный,L_L_L,трапеция_пластик_черный_L_L_L
IB12400A,INVU,мужские,металл,ободковая,необычные,темно-серый,,,,,,солнцезащитные,необычные_металл_темно-серый,L_L_L,необычные_металл_темно-серый_L_L_L
IB12400B,INVU,мужские,металл,ободковая,необычные,черный,,,,,,солнцезащитные,необычные_металл_черный,L_L_L,необычные_металл_черный_L_L_L
IB12401B,INVU,универсальные,металл,ободковая,авиаторы,темно-серый,,,,,,солнцезащитные,авиаторы_металл_темно-серый,L_L_L,авиаторы_металл_темно-серый_L_L_L
IB12401C,INVU,универсальные,металл,ободковая,авиаторы,золотой,,,,,,солнцезащитные,авиаторы_металл_золотой,L_L_L,авиаторы_металл_золотой_L_L_L
IB12402A,INVU,универсальные,металл,ободковая,панто,серебристый,,,,,,солнцезащитные,панто_металл_серебристый,L_L_L,панто_металл_серебристый_L_L_L
IB12402B,INVU,универсальные,металл,ободковая,панто,серый,,,,,,солнцезащитные,панто_металл_серый,L_L_L,панто_металл_серый_L_L_L
IB12402C,INVU,женские,металл,ободковая,панто,золотой,,,,,,солнцезащитные,панто_металл_золотой,L_L_L,панто_металл_золотой_L_L_L
IB12404C,INVU,универсальные,металл,ободковая,авиаторы,серебристый,,,,,,солнцезащитные,авиаторы_металл_серебристый,L_L_L,авиаторы_металл_серебристый_L_L_L
IB12406B,INVU,мужские,металл,ободковая,трапеция,серый,,,,,,солнцезащитные,трапеция_металл_серый,L_L_L,трапеция_металл_серый_L_L_L
IB12406C,INVU,мужские,металл,ободковая,трапеция,черный,,,,,,солнцезащитные,трапеция_металл_черный,L_L_L,трапеция_металл_черный_L_L_L
IB12408A,INVU,мужские,металл,ободковая,прямоугольные,темно-серый,,,,,,солнцезащитные,прямоугольные_металл_темно-серый,L_L_L,прямоугольные_металл_темно-серый_L_L_L
IB12411A,INVU,женские,металл,ободковая,маска,золотой,,,,,,солнцезащитные,маска_металл_золотой,L_L_L,маска_металл_золотой_L_L_L
IB12411B,INVU,женские,металл,ободковая,маска,золотой,,,,,,солнцезащитные,маска_металл_золотой,L_L_L,маска_металл_золотой_L_L_L
IB12413A,INVU,женские,металл,ободковая,кошачий глаз,черный/золотой,,,,,,солнцезащитные,кошачий глаз_металл_черный/золотой,L_L_L,кошачий глаз_металл_черный/золотой_L_L_L
IB12413C,INVU,женские,металл,ободковая,кошачий глаз,белый,,,,,,солнцезащитные,кошачий глаз_металл_белый,L_L_L,кошачий глаз_металл_белый_L_L_L
